Cluster,Keio gene name,EcoGene Essentiality: Escherichia coli BW25113,Ancestral Essentiality,PastML Ancestral Essentiality,Core Essentiality,Conserved in Symbiont Genomes,TraDIS Essentiality: Klebsiella pneumoniae Ecl8,TraDIS Essentiality: Klebsiella pneumoniae RH201207,TraDIS Essentiality: Escherichia coli ST131 EC958,TraDIS Essentiality: Escherichia coli UPEC ST131 NCTC13441,TraDIS Essentiality: Escherichia coli BW25113,TraDIS Essentiality: Citrobacter rodentium ICC168,TraDIS Essentiality: Salmonella Typhi Ty2,TraDIS Essentiality: Salmonella Typhimurium A130,TraDIS Essentiality: Salmonella Typhimurium D23580,TraDIS Essentiality: Salmonella Typhimurium SL3261,TraDIS Essentiality: Salmonella Typhimurium SL1344,TraDIS Essentiality: Salmonella Enteritidis P125109,Locus: Klebsiella pneumoniae Ecl8,Locus: Klebsiella pneumoniae RH201207,Locus: Escherichia coli ST131 EC958,Locus: Escherichia coli UPEC ST131 NCTC13441,Locus: Escherichia coli BW25113 (Keio),Locus: Escherichia coli BW25113,Locus: Citrobacter rodentium ICC168,Locus: Salmonella Typhi Ty2,Locus: Salmonella Typhimurium A130,Locus: Salmonella Typhimurium D23580,Locus: Salmonella Typhimurium SL3261,Locus: Salmonella Typhimurium SL1344,Locus: Salmonella Enteritidis P125109,Locus: Secondary endosymbiont of Ctenarytaina eucalypti,Locus: Candidatus Moranella endobia PCIT,Locus: Secondary endosymbiont of Heteropsylla cubana,Locus: Candidatus Baumannia cicadellinicola strain BGSS,Locus: Candidatus Baumannia cicadellinicola strain B-GSS,Locus: Baumannia cicadellinicola str. Hc (Homalodisca coagulata),Locus: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757,Locus: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675,Locus: Candidatus Blochmannia vafer str. BVAF,Locus: Candidatus Blochmannia floridanus,Locus: Candidatus Blochmannia pennsylvanicus str. BPEN,Locus: Candidatus Blochmannia chromaiodes str. 640,Locus: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Locus: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans,Locus: Buchnera aphidicola str. Sg (Schizaphis graminum),Locus: Buchnera aphidicola str. G002 (Myzus persicae),Locus: Buchnera aphidicola str. USDA (Myzus persicae),Locus: Buchnera aphidicola str. F009 (Myzus persicae),Locus: Buchnera aphidicola str. W106 (Myzus persicae),Locus: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Locus: Buchnera aphidicola str. APS (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. 5A (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Locus: Buchnera aphidicola str. Bp (Baizongia pistaciae),Locus: Buchnera aphidicola BCc,Locus: Buchnera aphidicola (Cinara tujafilina),Locus: Sodalis glossinidius str. morsitans,Locus: Sodalis praecaptivus strain HS1,Locus: Candidatus Sodalis pierantonius str. SOPE
Clust9741,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.89645421,2.241158337,3.019033644,2.84630262,2.613564108,2.638773207,2.267804974,NA,NA,NA,NA,NA,NA,ROD_33181,t4497,STM_MW44081,STMMW_44081,SL3261_4393,SL1344_4393,SEN4213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9742,nfsA,0,0,0,0,0,2.400362031,2.107089793,4.057661421,3.810199339,2.532010735,3.016894773,2.512550214,3.152595905,3.271893751,3.351788981,2.93713302,2.847897045,BN373_14971,ERS227112_03367,EC958_0963,NCTC13441_03143,b0851,BW25113_0851,ROD_08571,t2022,STM_MW09251,STMMW_09251,SL3261_0850,SL1344_0850,SEN0820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9746,dnaQ,0,1,1,0,1,-1.351200744,-6.5,0.263180448,-1.388506682,-0.063636099,-6.5,-6.5,-6.5,-0.571446006,-2.631888104,-0.17618013,1.124490655,BN373_07151,ERS227112_02570,EC958_0358,NCTC13441_03761,b0215,BW25113_0215,ROD_02201,t2601,STM_MW02631,STMMW_02631,SL3261_0259,SL1344_0259,SEN0266,A359_01690,MEPCIT_137,A35E_00418,IM45_1045,AB162_421,BCI_0473,BOBLI757_227,BTURN675_219,BVAF_226,Bfl225,BPEN_232,BCHRO640_235,BA000021_68,WIGMOR_0073,BUsg_240,BUMPG002_CDS00348,BUMPUSDA_CDS00347,BUMPF009_CDS00347,BUMPW106_CDS00347,BAKON_250,BA000003_230,BUAPTUC7_245,CWO_01295,CWQ_01330,CWU_01640,CWS_01300,BUAP5A_243,BUAMB_231,bbp_230,BCc_156,BCTU_161,SG0592,Sant_3157,SOPEG_0765
Clust9747,ykgO,0,0,0,0,0,3.525620596,2.91827587,2.730197815,3.459375334,4.2806929,NA,2.677164649,-6.5,0.302927323,2.972329317,2.720713804,2.256087312,BN373_09241,ERS227112_02789,EC958_0440,NCTC13441_03675,b4506,BW25113_4506,NA,t2390,STM_MW05401,STMMW_05401,SL3261_0463,SL1344_0463,SEN0451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0683,Sant_2983,SOPEG_3987
Clust9748,ubiG,0,1,1,0,0,0.082920889,-6.5,-6.5,-6.5,-6.5,-1.934491493,-6.5,-6.5,-6.5,-6.5,-2.828125748,-2.872593982,BN373_32521,ERS227112_03938,EC958_2568,NCTC13441_01476,b2232,BW25113_2232,ROD_23541,t0588,STM_MW23001,STMMW_23001,SL3261_2245,SL1344_2245,SEN2258,A359_01260,NA,NA,IM45_869,AB162_335,NA,BOBLI757_482,BTURN675_471,BVAF_478,Bfl477,BPEN_493,BCHRO640_508,BA000021_443,WIGMOR_0316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1583,Sant_1368,SOPEG_2811
Clust9749,ybeU,0,0,0,0,0,NA,NA,4.434908158,5.149604117,4.262929632,NA,NA,4.505680115,3.547543686,3.660459506,3.722545912,4.169925734,NA,NA,EC958_0766,NCTC13441_03349,b0648,BW25113_0648,NA,NA,STM_MW07201,STMMW_07201,SL3261_0643,SL1344_0643,SEN0624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9750,ybeR,0,0,0,0,0,NA,NA,NA,NA,4.66970607,NA,NA,NA,4.153167827,4.555755888,4.444367789,3.650965563,NA,NA,NA,NA,b0645,BW25113_0645,NA,NA,NA,STMMW_07221,SL3261_0645,SL1344_0645,SEN0626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9751,zur,0,0,0,0,0,3.147524321,3.769299776,3.239890148,2.977786069,3.133219403,3.566861194,2.276036344,3.308657396,3.09193365,3.337270904,3.23897297,2.827160846,BN373_00411,ERS227112_01906,EC958_4502,NCTC13441_04440,b4046,BW25113_4046,ROD_37001,t4147,STM_MW41911,STMMW_41911,SL3261_4177,SL1344_4177,SEN4010,A359_05710,NA,NA,IM45_1077,AB162_434,BCI_0488,BOBLI757_026,BTURN675_027,BVAF_025,Bfl026,BPEN_026,BCHRO640_026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2139,Sant_3873,SOPEG_1311
Clust9752,adeP,0,0,0,0,0,3.812916894,3.919890965,3.190131202,3.3006979,3.443043284,2.918594793,2.710581919,3.78270768,3.609597459,3.765215224,4.024076789,3.29893794,BN373_47601,ERS227112_00461,EC958_4187,NCTC13441_04803,b3714,BW25113_3714,ROD_40191,t3672,STM_MW38361,STMMW_38361,SL3261_3818,SL1344_3818,SEN3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1135,Sant_1496,SOPEG_1918
Clust9753,adeQ,0,0,0,0,0,NA,NA,4.407914239,4.949278728,4.888480776,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC958_4140,NCTC13441_04848,b3664,BW25113_3664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9754,metG,1,1,1,1,0,-2.469612397,-2.649518068,-3.957817723,-3.31052746,-1.18192869,-3.210521677,-6.5,-6.5,-3.522094045,-6.5,-6.5,-1.206475673,BN373_31631,ERS227112_04019,EC958_2449,NCTC13441_01596,b2114,BW25113_2114,ROD_22361,t0701,STM_MW21861,STMMW_21861,SL3261_2132,SL1344_2132,SEN2148,A359_00060,MEPCIT_350,A35E_00425,IM45_888,AB162_346,BCI_0396,BOBLI757_476,BTURN675_465,BVAF_472,Bfl471,BPEN_486,BCHRO640_501,BA000021_535,WIGMOR_0214,BUsg_102,BUMPG002_CDS00487,BUMPUSDA_CDS00485,BUMPF009_CDS00486,BUMPW106_CDS00486,BAKON_108,BA000003_99,BUAPTUC7_108,CWO_00530,NA,CWU_00680,CWS_00550,BUAP5A_107,BUAMB_104,bbp_103,BCc_072,BCTU_073,SG0970,Sant_1443,SOPEG_2730
Clust9755,tgt,0,0,0,0,0,3.456379736,3.213615617,3.261961197,2.829636968,2.621019435,2.968916789,2.737422468,2.541102393,2.595410665,2.906886834,3.104430041,2.755169898,BN373_08461,ERS227112_02708,EC958_0544,NCTC13441_03573,b0406,BW25113_0406,ROD_04541,t2458,STM_MW04751,STMMW_04751,SL3261_0400,SL1344_0400,SEN0388,A359_00330,MEPCIT_373,A35E_00521,IM45_1308,NA,BCI_0597,NA,BTURN675_223,BVAF_231,Bfl230,BPEN_236,BCHRO640_240,NA,NA,BUsg_125,BUMPG002_CDS00464,BUMPUSDA_CDS00462,BUMPF009_CDS00463,BUMPW106_CDS00463,BAKON_132,BA000003_122,BUAPTUC7_132,CWO_00655,CWQ_00710,CWU_00855,CWS_00700,BUAP5A_131,BUAMB_121,NA,NA,NA,SG0646,Sant_3029,SOPEG_ps3199
Clust9756,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPEG_ps3286
Clust9757,nagB,0,0,0,0,0,3.87181176,3.790752483,3.118849474,3.271336472,2.201326662,3.415767234,2.328322782,2.078767206,2.881345012,3.427907592,2.896057993,3.034455409,BN373_12721,ERS227112_03141,EC958_0786,NCTC13441_03322,b0678,BW25113_0678,ROD_06801,t2191,STM_MW07421,STMMW_07421,SL3261_0666,SL1344_0666,SEN0648,NA,NA,NA,NA,NA,NA,BOBLI757_327,BTURN675_314,BVAF_326,Bfl323,BPEN_331,BCHRO640_341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0858,Sant_2791,SOPEG_0671
Clust9758,sppA,0,0,0,0,0,3.53922504,1.873259854,3.461186887,2.749965108,2.548459806,3.220214716,1.969710172,3.355744069,2.664182417,3.142444696,3.3937287,2.337639607,BN373_18261,ERS227112_05531,EC958_1986,NCTC13441_02115,b1766,BW25113_1766,ROD_12921,t1174,STM_MW13021,STMMW_13021,SL3261_1230,SL1344_1230,SEN1748,A359_02360,NA,NA,IM45_984,AB162_391,BCI_0442,BOBLI757_441,BTURN675_429,BVAF_437,Bfl436,BPEN_450,BCHRO640_464,BA000021_106,WIGMOR_0114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbp_263,BCc_171,BCTU_177,SG1350,Sant_1820,SOPEG_1460
Clust9759,uraA,0,0,0,0,0,3.583820469,3.026036196,3.857884854,3.838808549,3.164486012,3.245745577,3.139903225,2.76881103,2.972148607,3.293861343,2.770718472,2.672567639,BN373_34791,ERS227112_03759,EC958_2802,NCTC13441_01243,b2497,BW25113_2497,ROD_24401,t0360,STM_MW25141,STMMW_25141,SL3261_2460,SL1344_2460,SEN2478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_1205,SOPEG_3021
Clust9760,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.766066901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROD_26331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9761,gltD,0,0,0,0,0,3.706938624,2.853747085,3.540961228,3.433343707,3.038089952,3.006129326,3.348752055,3.790125337,3.904879129,3.851830579,4.139357453,3.254999215,BN373_42751,ERS227112_00972,EC958_3613,NCTC13441_00478,b3213,BW25113_3213,ROD_46041,t3248,STM_MW33301,STMMW_33301,SL3261_3303,SL1344_3303,SEN3164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_3680,SOPEG_0178
Clust9762,aegA,0,0,0,0,0,3.344262435,2.857406614,3.375962791,3.437873238,2.305104646,3.142685266,2.868917712,3.512193071,3.240197022,3.477541729,3.56627553,2.588753838,BN373_34611,ERS227112_03777,EC958_2784,NCTC13441_01262,b2468,BW25113_2468,ROD_24161,t0380,STM_MW24981,STMMW_24981,SL3261_2442,SL1344_2442,SEN2458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9763,ygfT,0,0,0,0,0,NA,NA,3.482280577,3.451024708,3.125561892,2.511945002,NA,NA,NA,NA,NA,NA,NA,NA,EC958_3167,NCTC13441_00869,b2887,BW25113_2887,ROD_33931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9764,rsxC,0,0,0,0,0,3.333327288,2.490864613,3.03067511,2.875018641,1.938867678,3.430725443,2.461082127,1.747160938,2.785562813,2.695685934,3.024655087,1.993345884,BN373_25481,ERS227112_04708,EC958_1851,NCTC13441_02252,b1629,BW25113_1629,ROD_14381,t1325,STM_MW14601,STMMW_14601,SL3261_1389,SL1344_1389,SEN1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1453,Sant_2026,SOPEG_ps2355
Clust9766,rng,0,0,0,0,0,3.846803989,3.408701741,3.55577616,2.900336117,3.514306609,3.33867722,2.951639203,2.730787913,2.985046969,3.450506369,2.979426337,2.74482287,BN373_42961,ERS227112_00951,EC958_3638,NCTC13441_00453,b3247,BW25113_3247,ROD_45691,t3285,STM_MW33681,STMMW_33681,SL3261_3342,SL1344_3342,SEN3203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbp_317,NA,NA,SG0159,Sant_0505,SOPEG_3701
Clust9767,serC,0,0,0,0,0,3.451271021,3.398258052,2.808537897,2.910795096,2.743223827,2.487304277,2.447734364,2.546084288,3.001109437,1.844492814,3.491716789,0.629922811,BN373_15511,ERS227112_03423,EC958_1063,NCTC13441_03035,b0907,BW25113_0907,ROD_09761,t1957,STM_MW09881,STMMW_09881,SL3261_0914,SL1344_0914,SEN0881,A359_01380,MEPCIT_177,A35E_00351,IM45_574,NA,BCI_0252,BOBLI757_386,BTURN675_373,BVAF_386,Bfl383,BPEN_394,BCHRO640_405,BA000021_485,WIGMOR_0271,BUsg_302,BUMPG002_CDS00284,BUMPUSDA_CDS00283,BUMPF009_CDS00283,BUMPW106_CDS00283,BAKON_314,BA000003_291,BUAPTUC7_306,CWO_01630,CWQ_01665,NA,CWS_01625,BUAP5A_305,BUAMB_292,bbp_289,BCc_192,BCTU_202,SG0990,Sant_2634,SOPEG_2045
Clust9768,gltB,0,0,0,0,0,3.806947152,3.009492226,3.496465068,3.196446879,3.046451395,2.922972549,3.364708369,3.40563154,3.576159904,3.837343337,4.103933259,2.900240469,BN373_42741,ERS227112_00973,EC958_3612,NCTC13441_00479,b3212,BW25113_3212,ROD_46051,t3247,STM_MW33291,STMMW_33291,SL3261_3302,SL1344_3302,SEN3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_3679,NA
Clust9769,purD,0,0,0,0,0,3.832575535,3.96734105,3.571269188,3.307527894,2.503196645,3.057453631,2.695339642,3.02582447,3.170981782,3.657297952,3.468578839,2.560527418,BN373_50021,ERS227112_01858,EC958_5116,NCTC13441_04489,b4005,BW25113_4005,ROD_37471,t3456,STM_MW41281,STMMW_41281,SL3261_4114,SL1344_4114,SEN3961,A359_04680,NA,NA,IM45_097,AB162_032,BCI_0036,NA,NA,NA,NA,NA,NA,BA000021_509,WIGMOR_0245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0142,Sant_3908,SOPEG_3545
Clust9770,bioB,0,0,0,0,0,3.20507997,3.402774501,3.278828117,3.170697571,2.73134168,2.691828546,3.451978692,3.725496817,3.754818908,3.618071126,4.040137301,2.966707856,BN373_13621,ERS227112_03234,EC958_0887,NCTC13441_03219,b0775,BW25113_0775,ROD_07761,t2093,STM_MW08461,STMMW_08461,SL3261_0771,SL1344_0771,SEN0739,A359_00830,NA,A35E_00153,IM45_560,NA,BCI_0246,NA,NA,NA,NA,NA,NA,BA000021_452,WIGMOR_0306,BUsg_280,BUMPG002_CDS00307,BUMPUSDA_CDS00306,BUMPF009_CDS00306,BUMPW106_CDS00306,BAKON_293,BA000003_272,BUAPTUC7_287,CWO_01520,CWQ_01550,CWU_01895,CWS_01510,BUAP5A_286,BUAMB_272,bbp_272,NA,NA,SG0903,Sant_2735,SOPEG_ps0496
Clust9771,nuoF,0,0,0,0,0,3.710030156,2.879511746,2.271042937,1.495993004,3.001087522,2.627246145,1.299675928,1.911772717,2.67049583,2.864179998,2.91183867,1.493467843,BN373_32851,ERS227112_03904,EC958_2619,NCTC13441_01427,b2284,BW25113_2284,ROD_26861,t0540,STM_MW23461,STMMW_23461,SL3261_2293,SL1344_2293,SEN2306,A359_05880,MEPCIT_070,NA,IM45_851,AB162_325,BCI_0377,BOBLI757_494,BTURN675_483,BVAF_490,Bfl489,BPEN_505,BCHRO640_520,NA,NA,BUsg_151,BUMPG002_CDS00438,BUMPUSDA_CDS00436,BUMPF009_CDS00437,BUMPW106_CDS00437,BAKON_157,BA000003_147,BUAPTUC7_157,CWO_00800,CWQ_00840,NA,CWS_00825,BUAP5A_156,BUAMB_146,bbp_147,BCc_101,BCTU_105,SG1597,Sant_1346,SOPEG_2843
Clust9772,dcm,0,0,0,0,0,3.120629071,2.298901867,2.358000386,2.084641094,1.093792316,3.26784139,3.332357011,2.309761539,2.010404055,2.955376179,2.907331419,2.483804619,BN373_30111,ERS227112_04232,EC958_2226,NCTC13441_01863,b1961,BW25113_1961,ROD_20401,t0886,STM_MW19711,STMMW_19711,SL3261_1920,SL1344_1920,SEN1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9773,cysI,0,0,0,0,0,3.687769708,3.383845383,2.562608696,2.759208287,3.013457842,2.6627316,2.009756778,1.833580198,2.375131757,2.865209451,2.674069006,2.137364795,BN373_37621,ERS227112_01542,EC958_3027,NCTC13441_01016,b2763,BW25113_2763,ROD_30431,t2848,STM_MW29101,STMMW_29101,SL3261_2926,SL1344_2926,SEN2786,A359_01500,MEPCIT_200,NA,IM45_503,NA,BCI_0217,BOBLI757_159,BTURN675_154,BVAF_160,Bfl159,BPEN_164,BCHRO640_165,NA,NA,NA,BUMPG002_CDS00172,BUMPUSDA_CDS00172,BUMPF009_CDS00172,BUMPW106_CDS00172,BAKON_430,BA000003_396,BUAPTUC7_421,CWO_02245,CWQ_02275,CWU_02770,CWS_02230,BUAP5A_420,BUAMB_403,NA,NA,NA,SG0517,Sant_3257,SOPEG_1016
Clust9774,katG,0,0,0,0,0,3.113077046,2.221901364,3.518432459,3.443456538,2.388188684,3.102080434,2.716048603,3.208250187,3.457821547,3.718701379,3.802352212,3.069808937,BN373_23981,ERS227112_04840,EC958_4429,NCTC13441_04556,b3942,BW25113_3942,ROD_38001,t3510,STM_MW40721,STMMW_40721,SL3261_4056,SL1344_4056,SEN3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9775,carA,0,0,0,0,0,3.016028455,3.284848375,2.511596394,2.464773613,1.940151251,2.652866873,2.042787096,3.08692307,3.385477945,3.331340556,2.830776914,2.172595396,BN373_05271,ERS227112_02376,EC958_0165,NCTC13441_03959,b0032,BW25113_0032,ROD_00351,t0067,STM_MW00681,STMMW_00681,SL3261_0067,SL1344_0067,SEN0066,A359_05560,MEPCIT_079,NA,IM45_1231,AB162_506,BCI_0559,BOBLI757_123,BTURN675_116,BVAF_123,Bfl122,BPEN_126,BCHRO640_127,BA000021_23,WIGMOR_0026,BUsg_138,BUMPG002_CDS00451,BUMPUSDA_CDS00449,BUMPF009_CDS00450,BUMPW106_CDS00450,BAKON_144,BA000003_134,BUAPTUC7_144,CWO_00720,CWQ_00775,NA,CWS_00760,BUAP5A_143,BUAMB_133,bbp_135,BCc_091,BCTU_095,SG0419,Sant_3390,SOPEG_1374
Clust9776,nadB,0,0,0,0,0,3.964749861,2.662321637,3.608281945,3.287119873,3.263094283,3.782476757,3.340067582,3.355146837,3.296604206,3.624206779,3.579773824,3.229924163,BN373_35571,ERS227112_00014,EC958_2880,NCTC13441_01165,b2574,BW25113_2574,ROD_25211,t0269,STM_MW26611,STMMW_26611,SL3261_2605,SL1344_2605,SEN2568,NA,NA,A35E_00204,IM45_1344,AB162_557,BCI_0614,BOBLI757_334,BTURN675_322,BVAF_331,Bfl329,BPEN_339,BCHRO640_348,BA000021_420,WIGMOR_0341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1794,Sant_1091,SOPEG_3220
Clust9777,cysD,0,0,0,0,0,3.760536023,3.223526912,3.596076029,3.72245548,1.974836487,2.960093117,3.22134493,3.156711025,3.343326863,3.359535951,3.739411094,3.06495998,BN373_37581,ERS227112_01546,EC958_3023,NCTC13441_01021,b2752,BW25113_2752,ROD_30571,t2836,STM_MW28981,STMMW_28981,SL3261_2914,SL1344_2914,SEN2774,A359_01470,NA,NA,IM45_498,NA,BCI_0214,BOBLI757_162,BTURN675_157,BVAF_163,Bfl162,BPEN_167,BCHRO640_168,NA,NA,NA,BUMPG002_CDS00175,BUMPUSDA_CDS00175,BUMPF009_CDS00175,BUMPW106_CDS00175,BAKON_427,BA000003_393,BUAPTUC7_418,CWO_02225,CWQ_02260,CWU_02745,CWS_02210,BUAP5A_417,BUAMB_400,NA,NA,NA,SG0521,Sant_3253,SOPEG_1020
Clust9778,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_0684,NA
Clust9779,hisD,0,0,0,0,0,3.089835087,2.075485709,2.847535855,2.556682088,3.142947955,2.96896708,2.069837138,2.623139638,2.797328197,3.197682625,3.168655357,2.250314745,BN373_30791,ERS227112_04104,EC958_2361,NCTC13441_01692,b2020,BW25113_2020,ROD_21581,t0801,STM_MW21031,STMMW_21031,SL3261_2049,SL1344_2049,SEN2071,NA,NA,NA,IM45_903,AB162_354,BCI_0404,BOBLI757_468,BTURN675_457,BVAF_464,Bfl463,BPEN_478,BCHRO640_492,NA,NA,BUsg_093,BUMPG002_CDS00496,BUMPUSDA_CDS00494,BUMPF009_CDS00495,BUMPW106_CDS00495,BAKON_099,BA000003_90,BUAPTUC7_099,CWO_00485,CWQ_00520,NA,CWS_00500,BUAP5A_098,BUAMB_095,bbp_094,BCc_064,BCTU_065,SG1129,Sant_1482,NA
Clust9780,purH,0,0,0,0,0,3.739640416,3.672287407,3.608066765,3.140751006,3.100960626,3.228182301,3.189948808,3.065652702,3.353214557,3.641325703,3.47510058,3.06958907,BN373_50031,ERS227112_01859,EC958_5117,NCTC13441_04488,b4006,BW25113_4006,ROD_37461,t3455,STM_MW41291,STMMW_41291,SL3261_4115,SL1344_4115,SEN3962,A359_04670,NA,NA,IM45_095,AB162_031,BCI_0035,BOBLI757_561,BTURN675_553,BVAF_557,Bfl555,BPEN_575,BCHRO640_591,BA000021_510,WIGMOR_0244,BUsg_032,BUMPG002_CDS00556,BUMPUSDA_CDS00554,BUMPF009_CDS00555,BUMPW106_CDS00555,BAKON_031,BA000003_29,BUAPTUC7_031,CWO_00150,NA,CWU_00170,CWS_00155,BUAP5A_030,BUAMB_030,bbp_032,NA,NA,SG0143,Sant_3907,SOPEG_ps3544
Clust9781,lysC,0,0,0,0,0,3.659933426,3.959060705,3.143441302,2.935109944,3.239977193,3.255147751,3.054235016,2.680501709,2.274895119,3.035133389,2.914556207,2.198497555,BN373_00191,ERS227112_01882,EC958_4479,NCTC13441_04463,b4024,BW25113_4024,ROD_37261,t4126,STM_MW41691,STMMW_41691,SL3261_4156,SL1344_4156,SEN3986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2147,Sant_3884,SOPEG_ps3664
