gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
zraP,FALSE,-,4199286,4199711,-0.214438372,-0.405799862,0.218040052,0.216389531,5,5,zraP
hycC,FALSE,-,2845437,2847263,-0.214310805,-0.284845315,0.158930885,0.172720149,6,20,hycABCDEFGHI
torZ,FALSE,-,1952602,1955031,-0.21426658,-0.535421934,0.079548912,0.448327238,10,20,torYZ
yhhW,FALSE,-,3576973,3577668,-0.2141781,-0.584325588,0.124979851,0.215885438,3,5,yhhW
dinB,FALSE,+,250898,251953,-0.214006559,-0.448961497,0.177520826,0.303831777,10,11,dinB-yafNOP
cfa,FALSE,+,1739437,1740585,-0.213975684,-0.318292509,0.221662098,0.234531781,5,9,cfa
allD,FALSE,-,544538,545587,-0.213790325,-0.326008199,0.102318986,0.250783715,8,12,allDCE
rclC,FALSE,-,316950,317543,-0.213699061,-0.288705293,0.251331681,0.066849961,2,6,rclABC
yaaI,FALSE,-,11382,11786,-0.213662351,-1.291996836,0.126917385,0,2,1,yaaI
yihL,FALSE,+,4058470,4059180,-0.213632331,-0.211847036,0.035965854,0.078404119,4,5,yihLM
ymdF,FALSE,+,1067304,1067477,-0.213459528,NA,0.060476852,NA,1,0,ymdF
yggR,FALSE,-,3092122,3093102,-0.213333734,-0.389421723,0.052311907,0.337802384,4,16,yggR
cynR,FALSE,-,357015,357914,-0.213282429,-0.391069383,0.191429362,0.238041994,2,7,cynR
ycjW,FALSE,-,1380987,1381985,-0.21324831,-0.62024204,0.14229409,0.818356044,5,5,ycjW
yghZ,FALSE,+,3145919,3146959,-0.213243517,-0.424700817,0.13457488,0.298988151,8,7,yghZ
gltF,FALSE,+,3359198,3359962,-0.21298108,-0.169026406,0.237994764,0.310032814,4,6,gltBDF
efeB,FALSE,+,1082599,1083870,-0.21281637,-0.46219282,0.441905686,0.414091884,5,15,efeOB
eda,FALSE,-,1930139,1930780,-0.212791927,-0.521362617,0.009567197,0.375509305,2,7,edd-eda
fau,FALSE,+,3054263,3054811,-0.212561482,NA,0.168620996,NA,5,0,ssrS-fau
yjcE,FALSE,+,4278003,4279652,-0.212468537,-0.330455946,0.154262818,0.445771762,12,18,yjcE
sdiA,FALSE,-,1994134,1994856,-0.21245472,-0.306375979,0.165974799,0.044835712,3,6,sdiA
phoQ,FALSE,-,1187539,1188999,-0.212220276,-0.281833752,0.434763063,0.044956357,5,3,phoPQ
srlD,FALSE,+,2825759,2826538,-0.212053883,-0.413362217,0.097931147,0.313436514,2,7,srlAEBD-gutM-srlR-gutQ
puuB,FALSE,+,1362256,1363536,-0.212047445,-0.247703064,0.077504013,0.117368448,5,8,puuDRCBE
yeeA,FALSE,-,2077557,2078615,-0.211931445,-0.478180982,0.101455166,0.216124844,4,8,yeeA
mepM,FALSE,-,1938337,1939659,-0.211918897,-0.563347131,0.133445405,0.382706494,8,4,mepM
glpE,FALSE,-,3559520,3559846,-0.21176356,-0.433849653,0,0.169198274,1,4,glpEGR
yhdJ,FALSE,+,3409675,3410559,-0.21163055,-0.354885196,0.144298339,0,9,1,yhdJ
mutH,FALSE,+,2967684,2968373,-0.21114015,-0.384795718,0.102968886,0.460053507,5,8,mutH
ydhU,FALSE,-,1747587,1748372,-0.210957644,-0.38775343,0.033359914,0.279246578,3,8,ydhYVWXUT
yiiE,FALSE,+,4077314,4077532,-0.210887098,NA,0,NA,1,0,yiiE
hyfE,FALSE,+,2604284,2604934,-0.210598452,-0.379838823,0.240862227,0.240817589,2,3,hyfABCDEFGHIJR-focB
kdpC,FALSE,-,723630,724202,-0.21022175,-0.18648572,0.237051016,0.380977773,2,8,kdpFABC
yhbU,FALSE,+,3299507,3300502,-0.210128521,-0.241944028,0.222537066,0.113969702,8,11,yhbUV
yfcJ,FALSE,-,2436964,2438142,-0.209668938,-0.300011857,0.190368796,0.251521175,6,15,yfcJ
lldD,FALSE,+,3777850,3779040,-0.209582189,-0.342396658,0.031321097,0.189743715,7,17,lldPRD
ypdE,FALSE,-,2502532,2503569,-0.209490062,-0.35997657,0.158504832,0.287181547,9,12,fryBC-ypdFE-fryA
ymiA,FALSE,+,1333184,1333312,-0.209260521,-0.091023763,0,0,1,1,ymiA-yciX
sfsA,FALSE,-,160782,161486,-0.209122407,-0.399667187,0.072368552,0.495021064,4,6,sfsA-dksA-gluQ
cas3,FALSE,-,2882575,2885241,-0.208807256,-0.374768379,0.08143309,0.26276367,8,19,cas3
pphB,FALSE,+,2857782,2858438,-0.20879652,-0.177060509,0.460176725,0,4,1,pphB
dcyD,FALSE,-,1996518,1997504,-0.208782919,-0.236199759,0.140333871,0.161016757,6,8,dcyD-tcyLN
mliC,FALSE,-,1716090,1716419,-0.208445607,-0.157504384,0,0,1,1,mliC
paaA,FALSE,+,1451951,1452880,-0.208299285,-0.298237417,0.318870604,0.341923983,5,8,paaABCDEFGHIJK
yjgW,FALSE,+,4497622,4497957,-0.208230703,-0.607934385,0,0,1,1,yjgW
creD,FALSE,+,4636201,4637553,-0.208227972,-0.425560498,0.204749963,0.477468937,11,9,creABCD
frvR,FALSE,-,4086130,4087878,-0.208226248,-0.258200315,0.053827579,0.308132157,4,6,frvABXR
ratB,FALSE,-,2752030,2752320,-0.208110281,-0.32859005,0,0.049997693,1,2,ratAB
yaiT,FALSE,+,389475,390935,-0.207940593,-0.477423836,0.246914577,0.550079306,5,10,yaiT
elfG,FALSE,+,1001030,1002100,-0.207812787,-0.272015863,0.021777762,0.268567717,5,10,elfDCG-ycbUVF
ykgH,FALSE,-,323920,324588,-0.2078044,-0.233618719,0.088586314,0,1,1,ykgH
psiF,FALSE,+,402505,402825,-0.207509517,-0.4965291,0.006951976,0.134981315,2,3,phoA-psiF
paaI,FALSE,+,1458495,1458917,-0.207468045,-0.35797933,0.000512408,0.275836494,2,4,paaABCDEFGHIJK
arnC,FALSE,+,2365093,2366061,-0.207162635,-0.149579237,0.246135016,0.564118572,6,7,arnBCADTEF
yqjH,FALSE,-,3213749,3214513,-0.20693972,-0.465965401,0.130705735,0.665928359,3,6,yqjH
ldtB,FALSE,-,854047,854967,-0.206603099,-0.281039764,0.076109609,0.228607861,13,8,ldtB
udk,FALSE,-,2140331,2140972,-0.206475354,-0.413928833,0.433622073,0.045475607,1,4,udk-dcd
yqeH,FALSE,+,2985558,2986190,-0.205844627,NA,0.08131283,NA,4,0,yqeH
phnD,FALSE,-,4321359,4322375,-0.205754999,-0.453431419,0.188402171,0,11,1,phnCDE_1E_2FGHIJKLMNOP
nagE,FALSE,+,703167,705113,-0.205350798,-0.437013507,0.120837971,0.401675503,14,22,nagE
basR,FALSE,-,4331305,4331973,-0.2051865,-0.217918226,0.312983797,0.287904387,2,7,basRS
uhpB,FALSE,-,3846657,3848159,-0.204979257,-0.491012055,0.07960559,0.444659852,7,19,ivbL-ilvBN-uhpABC
yedJ,FALSE,-,2030408,2031103,-0.204974971,-0.30424718,0.028628944,0.438953451,3,5,yedRJ
hofQ,FALSE,-,3517487,3518725,-0.204841257,-0.421643933,0.096304576,0.237056711,7,15,hofQ
yciA,FALSE,-,1309872,1310270,-0.204484396,-0.3054382,0.104298514,0.57502765,3,6,yciA
ypjK,FALSE,+,2768467,2768703,-0.204232601,0.010517171,0,0,1,1,yfjR-ypjK-yfjST
ygdQ,FALSE,+,2968442,2969155,-0.204072359,-0.482833097,0.267069551,0.334440415,7,4,ygdQ
gadX,FALSE,-,3663009,3663833,-0.203777952,-0.700460342,0.27923921,0,3,1,gadAXW
fliR,FALSE,+,2020917,2021702,-0.203439762,-0.25068308,0.075850688,0.228049628,7,3,fliLMNOPQR
nudK,FALSE,-,2580925,2581500,-0.203086268,-0.465554355,0.211616812,0.392563589,2,3,nudK
yzgL,FALSE,-,3561747,3562028,-0.202943287,-0.335847944,0,0.164849898,1,2,yzgL
fieF,FALSE,+,4104492,4105394,-0.202928707,-0.318931469,0.108815796,0.231931587,5,8,fieF
yghQ,FALSE,-,3129363,3130430,-0.202895234,-0.529696502,0.09460766,0.277729955,8,2,yghQ
gnd,FALSE,-,2097886,2099292,-0.202581665,-0.458742708,0.094518974,0.314981819,6,6,gnd
lplA,FALSE,-,4621124,4622140,-0.202505712,-0.354564253,0.188439809,0.216110381,8,10,ytjB-lplA
hybG,FALSE,-,3137738,3137986,-0.202469208,-0.331576389,0,0.151738151,1,2,hybOABCDEFG
yhgN,FALSE,+,3573094,3573687,-0.202240551,-0.984457484,0.18637675,0.763450462,4,4,yhgN
ytfT,FALSE,+,4450597,4451619,-0.201714439,-0.287858276,0.168601927,0.331564254,7,12,ytfQRT-yjfF
pyrI,FALSE,-,4469009,4469470,-0.201519313,-0.386018944,0.247579206,0.019573985,4,3,pyrLBI
iadA,FALSE,-,4556377,4557549,-0.201370763,-0.408226613,0.092762998,0.206389597,4,8,yjiHG-iadA
rffM,FALSE,+,3977979,3978719,-0.201124442,-0.321890253,0.048470629,0.094609961,3,3,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-rffT-rffM
maa,FALSE,-,478591,479142,-0.201054021,-0.361915656,0.169988858,0,3,1,maa
yedK,FALSE,+,2007845,2008513,-0.200759638,-0.126236916,0.211194328,0.175094157,3,6,yedK
modC,FALSE,+,795777,796835,-0.200541481,-0.33679951,0.072449288,0.37163221,7,9,modABC
ygfZ,FALSE,+,3039335,3040315,-0.200346842,-0.346911755,0.271754264,0.366266767,4,10,ygfZ
fdnH,FALSE,+,1548485,1549369,-0.200330664,-0.309593655,0.107768547,0.233102117,6,11,fdnGHI
yihV,FALSE,+,4071762,4072658,-0.200308846,-0.398722165,0.087346331,0.265861171,4,13,yihVW
ygaP,FALSE,+,2795542,2796066,-0.200082202,-0.188135888,0.086205814,0.367892423,2,3,ygaVP
yjbD,FALSE,-,4229382,4229654,-0.199973548,-0.263266103,0.078098002,0,2,1,yjbD
helD,FALSE,+,1023694,1025748,-0.199602947,-0.583258241,0.102973411,0.631681422,11,19,helD
bioC,FALSE,+,810745,811500,-0.199550881,-0.34722957,0.129657885,0.29099296,4,6,bioBFCD
recD,FALSE,-,2948657,2950483,-0.199518298,-0.307605916,0.157526629,0.223851836,7,19,ptrA-recBD
insA-7,FALSE,+,4516550,4516825,-0.199117949,NA,0.163849822,NA,2,0,insA-7
yffO,FALSE,+,2560133,2560549,-0.199076804,-0.21574554,0.084456325,0,2,1,yffOP
bcsE,FALSE,+,3694481,3696052,-0.198976393,-0.337439609,0.114549715,0.110756774,7,9,bcsEFG
yehP,FALSE,+,2205989,2207125,-0.1989207,-0.43224652,0.05346138,0.563500782,4,8,yehLMPQ
rfbB,FALSE,-,2110000,2111085,-0.197898205,-0.263594813,0.145892783,0.111031733,9,7,rfbBDACX
gsiB,FALSE,+,868634,870172,-0.197208938,-0.314117255,0.155646045,0.492881302,15,10,iaaA-gsiABCD
gcd,FALSE,-,138835,141225,-0.197162837,-0.437285773,0.091707903,0.220278082,15,16,gcd
ybjJ,FALSE,-,885354,886562,-0.196807361,-0.399047218,0.010067433,0.245778872,6,12,ybjJI
ydjX,FALSE,+,1831425,1832135,-0.196775704,-0.027684743,0.271103262,0.009659146,6,3,ydjXYZ-ynjABCD
stfR,FALSE,+,1427073,1430435,-0.196575625,-0.285526516,0.120992016,0.227996726,8,25,lomR_2-stfR-tfaR
djlA,FALSE,+,57364,58179,-0.19641973,-0.455267444,0.195476722,0.511022506,7,5,djlA
ampH,FALSE,-,394354,395511,-0.196376049,-0.223803716,0.162767613,0.40960739,11,8,ampH
cysB,FALSE,+,1331879,1332853,-0.196320008,-0.344151653,0.15344982,0.215486225,5,8,cysB
nikR,FALSE,+,3616611,3617012,-0.195781733,-0.345411543,0.114765698,0.146883921,3,2,nikABCDER
gpmM,FALSE,+,3783283,3784827,-0.19577454,-0.420787882,0.225150076,0.297715565,6,11,gpmM-envC-yibQ
yfcO,FALSE,-,2447250,2448071,-0.195491605,-0.629217362,0,0.746111976,1,2,yfcUTSRQPO
malG,FALSE,-,4240649,4241539,-0.195174631,-0.199843738,0.168552384,0.033441719,7,5,malEFG
tfaD,FALSE,+,580757,581320,-0.195067591,-0.052299561,0,0.099640644,1,2,tfaD
ykfC,FALSE,+,272071,273216,-0.195028163,-0.454143176,0.076385841,0.299836516,9,11,ykfC
ybbO,FALSE,-,517564,518373,-0.19466355,-0.5067164,0.099543897,0.144407864,10,6,tesA-ybbO
ilvA,FALSE,+,3953354,3954898,-0.194233053,-0.278682743,0.152166741,0.397344676,15,8,ilvLXG_1G_2MEDA
ybeT,FALSE,-,678075,678629,-0.194174437,-0.018962003,0.226605,0.232871641,4,2,ybeT
ydhY,FALSE,-,1751875,1752501,-0.194140634,-0.140629987,0.235095781,0.249405444,10,5,ydhYVWXUT
nagK,FALSE,+,1177816,1178727,-0.194092579,-0.474473255,0.195203802,0.321615292,4,11,nagK-cobB
fepD,FALSE,-,620408,621412,-0.193794083,-0.258481341,0.242943537,0.272086161,7,7,fepDGC
ypjF,FALSE,+,2775475,2775804,-0.193672024,-0.054472786,0.017139956,0.018741241,3,2,yfjXY-ypjJ-yfjZ-ypjF
mngA,FALSE,+,765207,767183,-0.193669508,-0.455494629,0.113632609,0.254330881,9,17,mngAB
yncD,FALSE,-,1518987,1521089,-0.193483239,-0.365706475,0.160501383,0.203568821,13,21,yncD
gloA,FALSE,+,1725861,1726268,-0.19295501,-0.542941392,0,0.210120219,1,4,nemRA-gloA
queG,FALSE,-,4390951,4392090,-0.192429083,-0.447825604,0.158124024,0.317046945,6,7,queG
renD,FALSE,+,567285,567470,-0.191983603,NA,0.128410773,NA,1,0,renD-emrE
sbcC,FALSE,-,411831,414977,-0.191977807,-0.344763882,0.164672018,0.239213614,11,26,sbcDC
gmd,FALSE,-,2125217,2126338,-0.191885739,-0.312314278,0.199781973,0.335128882,8,10,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
fliY,FALSE,-,1997609,1998409,-0.191641694,-0.516140063,0.089265385,0.248127313,2,6,fliY
atoE,FALSE,+,2322778,2324100,-0.19135943,-0.325066996,0.168488991,0.221387728,7,13,atoDAEB
ydaY,FALSE,+,1423645,1424004,-0.191156989,-0.759543798,0.112359274,0.026988707,2,2,ynaK-ydaY
flgE,FALSE,+,1131797,1133005,-0.190949869,-0.189900297,0.16677974,0.196403933,11,8,flgBCDEFGHIJ
yfhL,FALSE,+,2697685,2697945,-0.190317147,-1.538989094,0,0,1,1,yfhL
ydeN,FALSE,-,1578866,1580548,-0.189924005,-0.228140984,0.083569074,0.30293466,9,12,ydeNM
yciI,FALSE,-,1308593,1308889,-0.189145201,-0.436959777,0.083467011,0.032547719,1,4,yciI
hcaE,FALSE,+,2667054,2668415,-0.188951889,-0.28706723,0.103536604,0.431756432,11,19,hcaEFCBD
ymfK,TRUE,-,1201482,1202156,-0.188852149,-0.450436348,0.146351298,0.488005762,3,5,ymfK
ymfI,FALSE,+,1200720,1201061,-0.188746303,NA,0,NA,1,0,ymfI
ynjB,FALSE,+,1834097,1835263,-0.188399026,-0.283288405,0.151117241,0.138769055,5,7,ydjXYZ-ynjABCD
ftsP,FALSE,-,3159279,3160691,-0.188372777,-0.330375534,0.194979577,0.301962388,12,14,ftsP
ssuE,FALSE,-,996160,996735,-0.188356508,-0.31904927,0.191122772,0.126954485,7,4,ssuEADCB
ylaB,FALSE,-,476291,477841,-0.188078188,-0.175409745,0.133172838,0.235052003,6,10,ylaB
cytR,FALSE,-,4121454,4122479,-0.187899026,-0.269013821,0.162773933,0.304862991,8,5,cytR
elaA,FALSE,-,2379104,2379565,-0.187860695,-0.662458039,0,0.129158315,1,4,elaA
lrp,FALSE,+,931818,932312,-0.187803194,-0.292228254,0,0.005311343,1,3,lrp
ascG,FALSE,-,2836276,2837286,-0.187328312,-0.446447404,0.025100824,0.338121911,5,6,ascG
ydeO,FALSE,-,1580950,1581711,-0.186995965,-1.055731492,0.134569895,0,3,1,safA-ydeO
hyaC,FALSE,+,1034289,1034996,-0.186740457,-0.132971242,0.01869984,0.173396532,4,4,hyaABCDEF
yqaB,FALSE,-,2814959,2815525,-0.186304379,-0.306582746,0.292800293,0.207768465,3,5,yqaBA
yjhB,FALSE,+,4502081,4503298,-0.186259894,-0.253968827,0,0.411712661,1,8,yjhBC
menI,FALSE,-,1763246,1763656,-0.186246299,-0.159156152,0.294647927,0.1237489,2,3,ydiJ-menI-ydiH
flhE,FALSE,-,1960604,1960996,-0.185983753,-0.549516439,0.143508093,0.621369168,4,5,flhBAE
yejK,FALSE,-,2280962,2281969,-0.185608767,-0.404956355,0.133348987,0.493561796,3,8,yejK
nei,FALSE,+,745158,745949,-0.185161776,-0.163076381,0.042907142,0.077349417,4,11,ybgIJKL-nei
focA,FALSE,-,952832,953689,-0.184850063,-0.446959834,0.01782177,0.349748583,3,7,focA-pflB
speG,FALSE,+,1654208,1654768,-0.184697325,-0.349836401,0.194990594,0.511104457,2,3,ynfB-speG
xdhB,FALSE,+,3000636,3001514,-0.184467081,-0.318488808,0.100206347,0.143772888,9,6,xdhABC
uxuA,FALSE,+,4549659,4550843,-0.183905325,-0.340227384,0.143776259,0.19977679,11,8,uxuAB
ompW,FALSE,+,1312044,1312682,-0.183733036,-0.293008804,0.013611961,0.205238398,5,7,ompW
ppiD,FALSE,+,461139,463010,-0.183679298,-0.653603012,0.090372787,0.281979466,4,5,ppiD
yihY,FALSE,+,4074169,4075041,-0.18359891,0.046355691,0.082893374,0.453396033,7,2,yihXY-dtd-yiiD
tag,FALSE,+,3711115,3711678,-0.18349956,-0.428480692,0.192314098,0.039615829,3,4,tag-yiaC
glpX,FALSE,-,4112592,4113602,-0.183492283,-0.31577384,0.048720396,0.219757071,3,14,glpFKX
yciZ,FALSE,-,1342460,1342633,-0.183425761,-0.496501037,0,0.231857428,1,2,yciZT
smg,FALSE,-,3430013,3430486,-0.183213547,-0.914906803,0.009579946,0.183306267,3,3,smg
dcuC,FALSE,-,653806,655191,-0.182895945,-0.422996025,0.015868677,0.29299263,5,12,dcuC
aceK,FALSE,+,4216619,4218355,-0.182742075,-0.267750839,0.155254191,0.235842411,10,13,aceBAK
ycjQ,FALSE,+,1372987,1374039,-0.182380935,-0.203428355,0.117073137,0.36845177,4,8,ycjMNOPQRSTUV-ymjB
fepE,FALSE,+,617477,618610,-0.182196286,-0.344821217,0.09483023,0.212297007,4,10,fes-ybdZ-entF-fepE
ydaW,FALSE,+,1420776,1421336,-0.181436923,-0.255281628,0.182977465,0.164306735,2,2,ydaSTUVW-rzpR
rhaA,FALSE,-,4092746,4094005,-0.181410928,-0.321412044,0.113381634,0.473345974,7,10,rhaBAD
bsmA,FALSE,-,4414464,4414793,-0.181270128,-0.161939209,0.166116629,0.224222749,2,5,bsmA
yaeQ,FALSE,+,214291,214836,-0.181222836,-0.283064436,0.066768635,0.234093394,4,6,yaeQ-arfB-nlpE
mhpC,FALSE,+,370463,371329,-0.180967714,-0.342057129,0.272671622,0.230471188,2,6,mhpABCDFE
ssuC,FALSE,-,993264,994055,-0.180884982,-0.281857955,0.111084172,0.290156421,4,13,ssuEADCB
queF,FALSE,+,2923370,2924218,-0.1808439,-0.384843291,0.086309126,0.37440087,6,5,queF
pabA,FALSE,-,3488288,3488851,-0.180746623,-0.210940033,0.134755037,0.048954186,4,5,yhfG-fic-pabA
yccU,FALSE,+,1027169,1027582,-0.18070994,-0.39339066,0.52653488,0.177065682,3,6,yccU
ygiN,FALSE,+,3171164,3171478,-0.180697988,-0.168635095,0.139819868,0.058149924,2,4,ygiN
ydgH,FALSE,+,1676451,1677395,-0.180465614,-0.478043943,0.19901454,0.157494607,10,7,ydgH
mutY,FALSE,+,3101035,3102087,-0.180415476,-0.72395182,0.166651118,0.192380205,11,3,mutY-yggX-mltC-nupG
dosC,FALSE,-,1563782,1565164,-0.180330993,-0.361727451,0.081103958,0.214749144,7,7,dosCP
pdxK,FALSE,-,2534408,2535259,-0.179763952,-0.417858116,0.075767437,0.13816161,3,5,pdxK
prlF,FALSE,+,3275024,3275359,-0.178770352,-0.107739046,0.437063907,0.14375536,2,3,prlF-yhaV
emrE,FALSE,+,567538,567870,-0.178223841,-0.190737079,0,0.369045738,1,4,renD-emrE
yfcL,FALSE,-,2441913,2442191,-0.177955803,-0.120307207,0,0.057559308,1,3,prmB-aroC-mepA-yfcA-epmC-yfcL
ybaV,FALSE,+,463161,463532,-0.177605182,-0.58019281,0.53239616,0.689060383,2,4,ybaV
yibL,FALSE,+,3774688,3775050,-0.177071867,NA,0.117956316,NA,3,0,yibL
vsr,FALSE,-,2028472,2028942,-0.17682148,0.012030818,0.221835735,0.123261857,4,3,dcm-vsr
yfeW,FALSE,+,2546124,2547428,-0.176722333,-0.075852553,0.08791598,0.107404016,8,7,murQP-yfeW
argK,FALSE,+,3061009,3062004,-0.176667239,-0.544295455,0.159737632,0.244803482,5,10,scpA-argK-scpBC
ybaN,FALSE,+,490106,490483,-0.176066864,-0.406723943,0.101469511,0.251785977,2,4,ybaN
cas1,FALSE,-,2876877,2877794,-0.175999486,-0.324413101,0.20004884,0.175256227,8,8,casABCDE12
holE,FALSE,+,1923132,1923362,-0.175789951,-0.592992688,0.114316353,0,4,1,holE
aphA,FALSE,+,4267437,4268150,-0.174992077,-0.395545747,0.136218421,0.333625366,4,3,aphA
narK,FALSE,+,1277180,1278571,-0.174920407,-0.559498886,0.170934737,0.440429137,6,20,narK
sfmH,FALSE,+,561565,562542,-0.17466741,-0.13025583,0.156784299,0.192020631,7,5,sfmHF
caiA,FALSE,-,39244,40386,-0.174440196,-0.445335373,0.120001495,0.287952082,6,8,caiTABCDE
ygaU,FALSE,-,2794359,2794808,-0.174395043,-0.346769195,0.008136453,0.187680537,2,4,ygaU
sgcE,FALSE,-,4524928,4525560,-0.17429716,-0.035960536,0.051928987,0.254975534,4,8,sgcXBCQAER
yfiL,FALSE,+,2739382,2739747,-0.174216618,-0.182626486,0.050849835,0,3,1,yfiL
ydjL,FALSE,-,1858280,1859356,-0.173894885,-0.292626352,0.178770186,0.268777118,5,14,ydjLKJIHG
araA,FALSE,-,66835,68337,-0.173811589,-0.337300619,0.16929269,0.495411558,13,12,araBAD
recJ,FALSE,-,3034395,3036128,-0.1735804,-0.432512528,0.299097422,0.350290181,8,17,xerD-dsbC-recJ-prfB-lysS
gfcA,FALSE,-,1048662,1048967,-0.172989273,-0.537905426,0.182134587,0,3,1,gfcA
fliJ,FALSE,+,2015970,2016413,-0.17264565,-0.259244595,0.139629628,0.201591587,2,2,fliFGHIJK
arnA,FALSE,+,2366061,2368043,-0.17237899,-0.136686395,0.250620702,0.194927879,14,12,arnBCADTEF
hscC,FALSE,-,680946,682616,-0.172314939,-0.174105754,0.135022512,0.129189774,10,12,hscC
ykgJ,FALSE,-,303077,303406,-0.171863252,0.039075405,0.072969251,0,3,1,ykgJ
ybdF,FALSE,-,604741,605109,-0.171811474,-0.487133046,0,0.146933804,1,2,ybdF
ompG,FALSE,+,1379971,1380876,-0.171791328,-0.533141435,0.052404684,0.855679794,3,6,ompG
eptB,FALSE,-,3706807,3708498,-0.171737409,-0.337363343,0.125809349,0.331281569,10,12,eptB
C0293,FALSE,+,1195937,1196009,-0.171588513,-0.56811097,0.479380748,0,1,1,C0293
napC,FALSE,-,2295679,2296281,-0.171450796,-0.474438708,0.008333848,0.224876683,3,6,napFDAGHBC-ccmABCDEFGH
yfiC,FALSE,-,2710049,2710786,-0.171432621,-0.316972833,0.20347323,0.404650312,2,14,yfiC
yjfK,FALSE,+,4409325,4409984,-0.171293164,-0.360877735,0.038427741,0.164767859,4,8,yjfKLMC
oppD,FALSE,+,1302778,1303791,-0.170901786,-0.150486395,0.171051418,0.218860342,5,9,oppABCDF
yhaC,FALSE,+,3266437,3267624,-0.170840309,-0.695248085,0.062157884,0,2,1,yhaBC
mdtP,FALSE,-,4297587,4299053,-0.170690728,-0.180407935,0.153904944,0.179240011,10,11,mdtNOP
ygiQ,FALSE,-,3156949,3159168,-0.170390415,-0.418057591,0.20851046,0.296525788,14,21,ygiQ
yegI,FALSE,-,2147063,2149009,-0.170253845,-0.205609034,0.203940042,0.164224345,13,17,yegI
sulA,FALSE,-,1019633,1020142,-0.170172955,-0.515032173,0,0.183281378,1,6,sulA
yedD,FALSE,-,2005701,2006114,-0.170091514,-0.245371863,0.17123928,0.4654266,2,4,yedD
eutL,FALSE,-,2553763,2554422,-0.170031418,-0.389556897,0.033547675,0.261799659,9,5,eutBCLKR
panB,FALSE,-,148807,149601,-0.169711371,-0.299373424,0.313343744,0.192658329,6,9,panBC
rutD,FALSE,-,1070188,1070988,-0.169530807,-0.492409298,0.226420383,0.441478019,6,8,rutABCDEFG
phoE,FALSE,-,258269,259324,-0.169506572,-0.306085283,0.104588446,0.4079062,4,10,phoE
mdtD,FALSE,+,2159488,2160903,-0.169180701,-0.337674995,0.094745316,0.193610289,7,18,mdtABCD-baeSR
cbpM,FALSE,-,1061773,1062078,-0.168958378,-0.169666395,0,0.002464273,1,2,cbpAM
ykgA,FALSE,-,315674,316360,-0.167842477,-0.573336156,0,0.595593197,1,2,ykgA
flgJ,FALSE,+,1136594,1137535,-0.166409282,-0.33283462,0.138471361,0.108880812,9,7,flgBCDEFGHIJ
cobB,FALSE,+,1178743,1179582,-0.166340924,-0.396283688,0.114425432,0.140920852,6,5,nagK-cobB
yjcO,FALSE,-,4294459,4295148,-0.166321313,-0.394741366,0.232821181,0.097247119,7,4,yjcO
pfkB,FALSE,+,1804394,1805323,-0.165967444,-0.226024369,0.168317133,0.193847715,4,7,pfkB
yddH,FALSE,-,1531306,1531875,-0.165371271,-0.49559133,0.083074147,0.241074779,2,6,yddH
comR,FALSE,-,1167423,1168055,-0.164780373,-0.281194143,0.128118011,0.260614258,1,6,comR
uraA,FALSE,-,2616893,2618182,-0.16450195,-0.339181463,0.06568993,0.297508987,5,11,upp-uraA
yfjH,FALSE,-,2755666,2756622,-0.164461603,-0.365801807,0.098012159,0.36447104,5,9,yfjH
gatY,FALSE,-,2174372,2175226,-0.164288029,-0.145768044,0.439182451,0.225027233,2,6,gatYZABCD
hcaD,FALSE,+,2670069,2671271,-0.16412255,-0.267971739,0.102896014,0.289075729,5,14,hcaEFCBD
yneK,FALSE,+,1613787,1614902,-0.16334793,-0.350381993,0.203401073,0.135429494,8,7,yneK
ydfO,FALSE,+,1635071,1635481,-0.163343469,NA,0.062217179,NA,2,0,ynfO-ydfO
evgS,FALSE,+,2482396,2485989,-0.162959314,-0.299728549,0.198716995,0.262302174,12,19,evgAS
yagK,FALSE,-,291546,292172,-0.162834301,-0.398112882,0.273953032,0.133448311,4,7,yagK
slp,FALSE,+,3651984,3652550,-0.162577303,-0.662541497,0.078305628,0.447382734,4,8,slp-dctR
uspF,FALSE,-,1433209,1433643,-0.161960558,NA,0.15302753,NA,5,0,uspF
gloB,FALSE,-,234027,234782,-0.161579595,-0.346711315,0.219085755,0.206098765,4,6,gloB
mcbA,FALSE,-,841019,841279,-0.161123788,-0.045908273,0.184317257,0,1,1,mcbA
zraS,FALSE,+,4199949,4201346,-0.160553459,-0.544411679,0.211299858,0.323147834,9,10,zraSR
yhhM,FALSE,-,3603274,3603633,-0.160525758,-0.715221126,0,0,1,1,yhhM
yjgR,FALSE,-,4486584,4488086,-0.160096083,-0.309703945,0.149205358,0.337723886,6,17,yjgR
yfdS,FALSE,+,2473533,2473895,-0.159590575,-0.605220022,0,0.374315954,1,3,yfdRST
intB,FALSE,+,4494773,4495963,-0.159339057,-0.181045463,0.153844231,0.10332788,4,4,intB
ebgC,FALSE,+,3223744,3224193,-0.158837537,-1.581296513,0.07599979,2.384505846,2,2,ebgAC
ygfS,FALSE,-,3026546,3027034,-0.158618789,-0.435153068,0.155838652,0.306022067,5,4,ygfTS
